Time,txNext,highestSeq,unackSeq,rxNext,rxAvailable,rxTotal,cwnd,rWnd,ssThresh,state
+10004319.0ns,0,0,0,0,0,131072,1,0,65535,LISTEN
+10004319.0ns,,,,,,,,,,SYN_RCVD
+90272155.0ns,,,,,,536,,,
+90272155.0ns,,,,668160252,,,,,
+90272155.0ns,,,,,536,,,,
+90272155.0ns,,,,,,0,,,
+90272155.0ns,,,,,0,,,,
+90319995.0ns,,,,,,,,,335
+90319995.0ns,,,,,,,335,,
+90319995.0ns,,,,,,536,,,
+90319995.0ns,,,,668160788,,,,,
+90319995.0ns,,,,,536,,,,
+90319995.0ns,,,,,,0,,,
+90319995.0ns,,,,,0,,,,
+90371834.0ns,,,,,,536,,,
+90371834.0ns,,,,668161324,,,,,
+90371834.0ns,,,,,536,,,,
+90371834.0ns,,,,,,0,,,
+90371834.0ns,,,,,0,,,,
+90375193.0ns,,,,,,,549,,
+90375193.0ns,,,1079405706,,,,,,
+90375194.0ns,,1079405840,,,,,,,
+90375194.0ns,1079405840,,,,,,,,
+90423033.0ns,,,,,,536,,,
+90423033.0ns,,,,668161860,,,,,
+90423033.0ns,,,,,536,,,,
+90423033.0ns,,,,,,0,,,
+90423033.0ns,,,,,0,,,,
+90470873.0ns,,,,,,536,,,
+90470873.0ns,,,,668162396,,,,,
+90470873.0ns,,,,,536,,,,
+90470873.0ns,,,,,,0,,,
+90470873.0ns,,,,,0,,,,
+110278394.0ns,,,,,,,,,274
+110278394.0ns,,,,,,,274,,
+110278394.0ns,,,,,,536,,,
+110278394.0ns,,,,668162932,,,,,
+110278394.0ns,,,,,536,,,,
+110278394.0ns,,,,,,0,,,
+110278394.0ns,,,,,0,,,,
+110325914.0ns,,,,,,536,,,
+110325914.0ns,,,,668163468,,,,,
+110325914.0ns,,,,,536,,,,
+110325914.0ns,,,,,,0,,,
+110325914.0ns,,,,,0,,,,
+110373434.0ns,,,,,,536,,,
+110373434.0ns,,,,668164004,,,,,
+110373434.0ns,,,,,536,,,,
+110373434.0ns,,,,,,0,,,
+110373434.0ns,,,,,0,,,,
+110421274.0ns,,,,,,536,,,
+110421274.0ns,,,,668164540,,,,,
+110421274.0ns,,,,,536,,,,
+110421274.0ns,,,,,,0,,,
+110421274.0ns,,,,,0,,,,
+110468794.0ns,,,,,,536,,,
+110468794.0ns,,,,668165076,,,,,
+110468794.0ns,,,,,536,,,,
+110468794.0ns,,,,,,0,,,
+110468794.0ns,,,,,0,,,,
+110516314.0ns,,,,,,536,,,
+110516314.0ns,,,,668165612,,,,,
+110516314.0ns,,,,,536,,,,
+110516314.0ns,,,,,,0,,,
+110516314.0ns,,,,,0,,,,
+110568153.0ns,,,,,,536,,,
+110568153.0ns,,,,668166148,,,,,
+110568153.0ns,,,,,536,,,,
+110568153.0ns,,,,,,0,,,
+110568153.0ns,,,,,0,,,,
+110615993.0ns,,,,,,536,,,
+110615993.0ns,,,,668166684,,,,,
+110615993.0ns,,,,,536,,,,
+110615993.0ns,,,,,,0,,,
+110615993.0ns,,,,,0,,,,
+110619352.0ns,,,1079405840,,,,,,
+110667192.0ns,,,,,,536,,,
+110667192.0ns,,,,668167220,,,,,
+110667192.0ns,,,,,536,,,,
+110667192.0ns,,,,,,0,,,
+110667192.0ns,,,,,0,,,,
+110715032.0ns,,,,,,536,,,
+110715032.0ns,,,,668167756,,,,,
+110715032.0ns,,,,,536,,,,
+110715032.0ns,,,,,,0,,,
+110715032.0ns,,,,,0,,,,
+130331196.0ns,,,,,,536,,,
+130331196.0ns,,,,668168292,,,,,
+130331196.0ns,,,,,536,,,,
+130331196.0ns,,,,,,0,,,
+130331196.0ns,,,,,0,,,,
+130378716.0ns,,,,,,536,,,
+130378716.0ns,,,,668168828,,,,,
+130378716.0ns,,,,,536,,,,
+130378716.0ns,,,,,,0,,,
+130378716.0ns,,,,,0,,,,
+130426236.0ns,,,,,,536,,,
+130426236.0ns,,,,668169364,,,,,
+130426236.0ns,,,,,536,,,,
+130426236.0ns,,,,,,0,,,
+130426236.0ns,,,,,0,,,,
+130473756.0ns,,,,,,536,,,
+130473756.0ns,,,,668169900,,,,,
+130473756.0ns,,,,,536,,,,
+130473756.0ns,,,,,,0,,,
+130473756.0ns,,,,,0,,,,
+130526555.0ns,,,,,,536,,,
+130526555.0ns,,,,668170436,,,,,
+130526555.0ns,,,,,536,,,,
+130526555.0ns,,,,,,0,,,
+130526555.0ns,,,,,0,,,,
+130574075.0ns,,,,,,536,,,
+130574075.0ns,,,,668170972,,,,,
